gene	expr	reptime	hic
OAF	323731	198	31
OAS1	621550	527	22
OAS2	605960	433	54
OAS3	613755	433	38
OASL	1225663	380	40
OAT	280862	543	16
OAZ1	1603571	240	27
OAZ2	847146	269	42
OAZ3	1062482	255	29
OBFC1	529915	300	29
OBFC2A	160466	461	20
OBFC2B	2878071	171	46
OBP2A	327501	539	37
OBP2B	1875784	397	51
OBSCN	698626	316	9
OBSL1	548994	487	35
OC90	100916	999	6
OCA2	154909	1141	-61
OCEL1	865138	212	38
OCIAD1	257328	372	63
OCIAD2	256817	372	61
OCLM	277882	399	-14
OCLN	502559	312	32
OCM	2208864	358	32
OCM2	451365	522	25
OCRL	330789	NaN	22
ODAM	181352	975	12
ODC1	732059	270	47
ODF1	525392	236	55
ODF2	1916608	160	35
ODF2L	218105	874	-18
ODF3	1233553	437	17
ODF3B	1075525	207	42
ODF3L1	569836	231	44
ODF3L2	1370962	423	-24
ODF4	772200	257	20
ODZ1	121229	NaN	-13
ODZ2	71443	880	-10
ODZ3	144640	636	-20
ODZ4	78290	871	-0
OFD1	135235	NaN	48
OGDH	1420793	179	56
OGDHL	251871	545	15
OGFOD1	523951	285	13
OGFOD2	1093113	196	47
OGFR	1044503	208	48
OGFRL1	132568	459	-14
OGG1	954590	264	39
OGN	537639	574	47
OGT	749568	NaN	26
OIP5	897414	237	24
OIT3	635147	291	38
OLA1	389793	418	26
OLAH	255576	571	28
OLFM1	199862	446	28
OLFM2	1143339	469	-13
OLFM3	66875	991	-15
OLFM4	207557	842	2
OLFML1	108110	869	11
OLFML2A	1076828	207	26
OLFML2B	407279	388	15
OLFML3	365516	596	7
OLIG1	801943	554	66
OLIG2	824830	554	61
OLIG3	210173	486	29
OLR1	397577	398	18
OMA1	301227	564	-3
OMD	537639	574	47
OMG	473619	396	27
OMP	437413	450	40
ONECUT1	294072	514	18
ONECUT2	300344	480	15
OOEP	732413	446	18
OPA1	148817	456	12
OPA3	1107927	194	44
OPALIN	799460	684	38
OPCML	9310	1074	-19
OPHN1	186481	NaN	-13
OPLAH	2720766	211	27
OPN1LW	2438903	NaN	17
OPN1MW	NaN	NaN	NaN
OPN1MW2	2438903	NaN	17
OPN1SW	830283	310	35
OPN3	172337	341	-13
OPN4	352918	192	27
OPN5	173532	829	-4
OPRD1	765350	208	27
OPRK1	147912	861	-14
OPRL1	1032302	312	51
OPRM1	44509	878	0
OPTC	529605	314	28
OPTN	244367	372	16
OR10A2	427462	681	8
OR10A3	105341	679	6
OR10A4	427462	681	8
OR10A5	427462	681	8
OR10A6	105341	679	6
OR10A7	411183	816	-1
OR10AD1	511392	352	32
OR10AG1	4262	1044	-40
OR10C1	404210	854	21
OR10G2	658946	624	20
OR10G3	707623	533	22
OR10G4	107524	830	-5
OR10G7	158396	830	-10
OR10G8	158396	830	-10
OR10G9	107524	830	-5
OR10H1	808269	590	18
OR10H2	878287	605	13
OR10H3	878287	605	13
OR10H4	843515	575	12
OR10H5	808269	590	18
OR10J1	347588	699	-5
OR10J3	285980	737	-6
OR10J5	492825	646	-4
OR10K1	177013	929	7
OR10K2	135429	902	5
OR10P1	1678592	523	-8
OR10Q1	637499	828	-25
OR10R2	177013	929	7
OR10S1	107524	830	-5
OR10T2	135429	902	5
OR10V1	431271	409	27
OR10W1	604763	835	-19
OR10X1	179404	940	1
OR10Z1	179404	940	1
OR11A1	329776	872	7
OR11G2	371813	563	-29
OR11H1	69794	916	-70
OR11H12	141957	747	-11
OR11H4	371637	528	-29
OR11H6	371813	563	-29
OR11L1	87551	993	-35
OR12D2	329776	872	7
OR12D3	329776	872	7
OR13A1	126925	808	26
OR13C2	147494	920	-31
OR13C3	146816	930	-33
OR13C4	146816	930	-33
OR13C5	147494	920	-31
OR13C8	147494	920	-31
OR13C9	147494	920	-31
OR13D1	161420	821	-14
OR13F1	146816	930	-33
OR13G1	191710	995	-32
OR13H1	81234	NaN	4
OR13J1	847663	227	54
OR14A16	164924	995	-27
OR14C36	104321	936	-39
OR14I1	141426	710	-10
OR14J1	176114	872	4
OR1A1	506514	628	-0
OR1A2	506514	628	-0
OR1B1	407749	646	9
OR1C1	164924	995	-27
OR1D2	457580	465	8
OR1D4	NaN	NaN	NaN
OR1D5	457580	465	8
OR1E1	365088	515	14
OR1E2	365088	515	14
OR1F1	1493009	253	42
OR1G1	445889	579	-8
OR1I1	990597	524	16
OR1J1	373314	646	3
OR1J2	373314	646	3
OR1J4	373314	646	3
OR1K1	433740	487	10
OR1L1	409923	553	12
OR1L3	409923	553	12
OR1L4	409923	553	12
OR1L6	433740	487	10
OR1L8	407749	646	9
OR1M1	311030	471	-63
OR1N1	373314	646	3
OR1N2	407749	646	9
OR1Q1	407749	646	9
OR1S1	637499	828	-25
OR1S2	637499	828	-25
OR2A1	NaN	NaN	NaN
OR2A12	222080	812	-11
OR2A14	221024	812	-11
OR2A2	221024	812	-11
OR2A25	222080	812	-11
OR2A4	129668	852	9
OR2A42	199649	767	-2
OR2A5	222080	812	-11
OR2A7	209930	767	-5
OR2AE1	1535089	438	36
OR2AG1	427462	681	8
OR2AG2	424776	548	8
OR2AK2	NaN	NaN	NaN
OR2AT4	752176	556	48
OR2B11	272980	927	-14
OR2B2	228884	634	40
OR2B3	155147	738	1
OR2B6	225015	562	24
OR2C1	1361831	303	29
OR2C3	272980	927	-14
OR2D2	403341	827	6
OR2D3	403341	827	6
OR2F1	368507	732	-11
OR2F2	368507	732	-11
OR2G2	204354	957	-25
OR2G3	204354	957	-25
OR2G6	112460	903	-20
OR2H1	404210	854	21
OR2H2	403531	798	18
OR2J2	162844	808	12
OR2J3	155147	738	1
OR2K2	348469	501	19
OR2L13	24438	1015	-27
OR2L2	20939	1015	-27
OR2L3	20939	1015	-27
OR2L8	27938	1015	-28
OR2M2	19998	935	-32
OR2M3	19998	935	-32
OR2M4	18846	936	-35
OR2M5	19998	935	-32
OR2M7	18846	936	-35
OR2S2	853975	298	55
OR2T1	104321	936	-39
OR2T10	116628	850	-20
OR2T11	116628	850	-20
OR2T12	18846	936	-35
OR2T2	112460	903	-20
OR2T27	141426	710	-10
OR2T29	116628	850	-20
OR2T3	112460	903	-20
OR2T33	18846	936	-35
OR2T34	116628	850	-20
OR2T35	141426	710	-10
OR2T4	104321	936	-39
OR2T5	112460	903	-20
OR2T6	104321	936	-39
OR2T8	87551	993	-35
OR2V2	978482	478	29
OR2W1	155147	738	1
OR2W3	87551	993	-35
OR2W5	272980	927	-14
OR2Y1	831824	515	18
OR2Z1	536422	487	-47
OR3A1	506514	628	-0
OR3A2	506514	628	-0
OR3A3	365088	515	14
OR4A15	1067	1102	-42
OR4A16	1067	1102	-42
OR4A47	99957	835	-45
OR4A5	68	1280	-38
OR4B1	400891	509	-27
OR4C11	1141	1100	-37
OR4C12	11630	1171	-38
OR4C13	11675	1171	-40
OR4C15	1141	1100	-37
OR4C16	1141	1100	-37
OR4C3	278638	642	-40
OR4C46	68	1239	-43
OR4C6	1295	1091	-20
OR4D1	851306	401	14
OR4D10	430021	507	-1
OR4D11	430021	507	-1
OR4D2	851306	401	14
OR4D5	107524	830	-5
OR4D6	430021	507	-1
OR4D9	430021	507	-1
OR4E2	658946	624	20
OR4F15	215780	643	-16
OR4F17	250228	708	5
OR4F21	89938	794	10
OR4F4	185501	643	-9
OR4F5	369933	594	NaN
OR4F6	215780	643	-16
OR4K1	420010	827	-51
OR4K13	383274	768	-37
OR4K14	420010	827	-51
OR4K15	420010	827	-51
OR4K17	383274	768	-37
OR4K2	431654	854	-49
OR4K5	431654	854	-49
OR4L1	383274	768	-37
OR4M1	275024	858	-57
OR4M2	156689	855	-31
OR4N2	275024	858	-57
OR4N4	156689	855	-31
OR4N5	371813	563	-29
OR4P4	1295	1091	-20
OR4Q3	275024	858	-57
OR4S1	278638	642	-40
OR4S2	1295	1091	-20
OR4X1	400891	509	-27
OR4X2	400891	509	-27
OR51A2	65798	1006	-15
OR51A4	65798	1006	-15
OR51A7	65798	1006	-15
OR51B2	100115	1056	1
OR51B4	100115	1056	1
OR51B5	100115	1056	1
OR51B6	100115	1056	1
OR51D1	212267	935	-3
OR51E1	212267	935	-3
OR51E2	207755	972	-1
OR51F1	207755	972	-1
OR51F2	66543	987	-3
OR51G1	65798	1006	-15
OR51G2	65798	1006	-15
OR51I1	99042	1030	1
OR51I2	99042	1030	1
OR51L1	97256	1024	-11
OR51M1	99042	1030	1
OR51Q1	99042	1030	1
OR51S1	66543	987	-3
OR51T1	65798	1006	-15
OR51V1	109545	1056	-1
OR52A1	109516	1024	-15
OR52A4	109516	1024	-15
OR52A5	109516	1024	-15
OR52B2	465433	806	-1
OR52B4	363779	797	-8
OR52B6	128694	895	9
OR52D1	99343	946	-2
OR52E2	97256	1024	-11
OR52E4	262387	914	-13
OR52E6	203856	922	-5
OR52E8	203856	922	-5
OR52H1	99343	946	-2
OR52I1	212267	935	-3
OR52I2	212267	935	-3
OR52J3	97256	1024	-11
OR52K1	190769	879	-1
OR52K2	264090	862	-7
OR52L1	432250	877	-13
OR52M1	190769	879	-1
OR52N1	203856	922	-5
OR52N2	203856	922	-5
OR52N4	139577	922	2
OR52N5	139577	922	2
OR52R1	66543	987	-3
OR52W1	466636	728	4
OR56A1	432250	877	-13
OR56A3	262387	914	-13
OR56A4	432250	877	-13
OR56B1	139577	922	2
OR56B4	465433	806	-1
OR5A1	430021	507	-1
OR5A2	417582	672	-4
OR5AC2	200002	811	-15
OR5AK2	474417	617	-38
OR5AN1	417582	672	-4
OR5AP2	NaN	NaN	NaN
OR5AR1	NaN	NaN	NaN
OR5AS1	4262	1044	-40
OR5AU1	730598	357	36
OR5B12	190469	812	-10
OR5B17	475497	835	-29
OR5B2	475497	835	-29
OR5B21	190469	812	-10
OR5B3	475497	835	-29
OR5C1	433740	487	10
OR5D13	4183	1091	-36
OR5D14	4183	1091	-36
OR5D16	4214	1074	-46
OR5D18	4183	1091	-36
OR5F1	4262	1044	-40
OR5H1	200002	811	-15
OR5H14	200002	811	-15
OR5H15	200002	811	-15
OR5H2	414958	885	-14
OR5H6	391500	849	-2
OR5I1	4262	1044	-40
OR5J2	10101	1007	-38
OR5K1	416592	885	-4
OR5K2	390532	796	2
OR5K3	416592	885	-4
OR5K4	414958	885	-14
OR5L1	4183	1091	-36
OR5L2	4183	1091	-36
OR5M1	NaN	NaN	NaN
OR5M10	NaN	NaN	NaN
OR5M11	NaN	NaN	NaN
OR5M3	NaN	NaN	NaN
OR5M8	NaN	NaN	NaN
OR5M9	NaN	NaN	NaN
OR5P2	103028	823	-1
OR5P3	103028	823	-1
OR5R1	NaN	NaN	NaN
OR5T1	10317	969	-43
OR5T2	10209	969	-40
OR5T3	10317	969	-43
OR5V1	329776	872	7
OR5W2	4214	1074	-46
OR6A2	427462	681	8
OR6B1	222080	812	-11
OR6B2	315906	569	21
OR6B3	315906	569	21
OR6C1	667726	802	-14
OR6C2	802038	706	3
OR6C3	667726	802	-14
OR6C4	1393447	546	-13
OR6C6	411183	816	-1
OR6C65	667726	802	-14
OR6C68	802038	706	3
OR6C70	802038	706	3
OR6C74	411183	816	-1
OR6C75	667726	802	-14
OR6C76	802038	706	3
OR6F1	191710	995	-32
OR6K2	175690	966	2
OR6K3	175690	966	2
OR6K6	103627	985	1
OR6M1	92984	637	-1
OR6N1	103627	985	1
OR6N2	103627	985	1
OR6Q1	NaN	NaN	NaN
OR6S1	709113	577	11
OR6T1	107524	830	-5
OR6V1	314565	676	-1
OR6X1	92984	637	-1
OR6Y1	179404	940	1
OR7A10	963401	546	14
OR7A17	963401	546	14
OR7A5	963401	546	14
OR7C1	963401	546	14
OR7C2	961949	546	4
OR7D2	311030	471	-63
OR7D4	398878	582	-50
OR7E24	398878	582	-50
OR7G1	311030	471	-63
OR7G2	311030	471	-63
OR7G3	311030	471	-63
OR8A1	171574	746	-1
OR8B12	171574	746	-1
OR8B2	149616	857	0
OR8B3	149616	857	0
OR8B4	149616	857	0
OR8B8	171093	824	-10
OR8D1	154391	921	-14
OR8D2	154391	921	-14
OR8D4	89099	736	-8
OR8G1	154391	921	-14
OR8G2	196141	921	-12
OR8G5	154391	921	-14
OR8H1	10317	969	-43
OR8H2	9992	1007	-32
OR8H3	9992	1007	-32
OR8I2	9992	1007	-32
OR8J1	10293	963	-36
OR8J3	10101	1007	-38
OR8K1	10293	963	-36
OR8K3	10317	969	-43
OR8K5	10101	1007	-38
OR8S1	1494035	421	25
OR8U1	NaN	NaN	NaN
OR8U8	12744	946	-38
OR9A2	314565	676	-1
OR9A4	198115	856	-6
OR9G1	NaN	NaN	NaN
OR9G4	384896	828	-34
OR9G9	252874	882	-38
OR9I1	NaN	NaN	NaN
OR9K2	341315	828	-2
OR9Q1	690075	744	-13
OR9Q2	637499	828	-25
ORAI1	720229	228	56
ORAI2	579276	202	61
ORAI3	1508459	247	46
ORAOV1	441431	536	41
ORC1L	815523	448	26
ORC2L	641949	201	29
ORC3L	236047	435	28
ORC4L	90907	937	4
ORC5L	152701	927	-0
ORC6L	443420	253	-10
ORM1	206775	425	4
ORM2	206775	425	4
ORMDL1	398590	452	25
ORMDL2	1909014	256	38
ORMDL3	1602321	292	18
OS9	1245394	344	46
OSBP	432625	353	6
OSBP2	752472	303	37
OSBPL10	373732	604	7
OSBPL11	269912	188	31
OSBPL1A	150936	360	35
OSBPL2	990360	252	9
OSBPL3	254504	312	28
OSBPL5	513529	333	53
OSBPL6	150530	526	16
OSBPL7	1118277	217	27
OSBPL8	586978	492	3
OSBPL9	586185	288	18
OSCAR	767094	317	-50
OSCP1	608987	181	29
OSGEP	464497	395	17
OSGEPL1	398590	452	25
OSGIN1	387177	550	-6
OSGIN2	251472	419	35
OSM	548674	211	43
OSMR	193286	381	-10
OSR1	63105	842	-9
OSR2	113665	228	33
OST4	NaN	NaN	NaN
OSTBETA	688371	189	44
OSTC	160719	574	14
OSTF1	94966	640	7
OSTM1	303865	459	38
OSTN	124914	878	7
OSTalpha	1042183	210	51
OTC	125559	NaN	36
OTOA	520295	466	45
OTOF	787643	408	41
OTOL1	236814	792	-13
OTOP1	178901	584	34
OTOP2	1045089	223	25
OTOP3	1045089	223	25
OTOR	76240	856	-21
OTOS	340416	482	28
OTP	276866	584	42
OTUB1	1322584	277	42
OTUB2	200224	560	38
OTUD3	437659	348	22
OTUD4	192885	1089	33
OTUD5	834315	NaN	40
OTUD6A	166632	NaN	16
OTUD6B	104917	935	1
OTUD7A	155907	445	13
OTUD7B	1115711	451	51
OTX1	240308	505	12
OTX2	191584	1012	-7
OVCA2	1415256	294	27
OVCH1	100195	539	-5
OVCH2	97859	823	0
OVGP1	397926	461	18
OVOL1	3834148	287	55
OVOL2	764857	499	-9
OXA1L	1153069	351	36
OXCT1	109769	687	11
OXCT2	975799	388	39
OXER1	343875	378	28
OXGR1	111002	623	-10
OXNAD1	188483	517	34
OXR1	124540	888	-2
OXSM	217009	717	-3
OXSR1	301294	386	31
OXT	835590	288	54
OXTR	158952	534	3
P2RX1	561462	215	32
P2RX2	819418	332	35
P2RX3	923815	191	-3
P2RX4	1003980	396	45
P2RX5	504736	354	20
P2RX6	577297	192	58
P2RX7	1061231	396	46
P2RY1	224331	861	8
P2RY10	14218	NaN	50
P2RY11	1675365	272	15
P2RY12	51795	505	10
P2RY13	67416	548	15
P2RY14	130485	632	8
P2RY2	554585	189	59
P2RY4	161347	NaN	27
P2RY6	578209	176	56
P2RY8	NaN	NaN	NaN
P4HA1	539936	354	44
P4HA2	371617	246	35
P4HA3	641945	201	37
P4HB	3798594	211	19
P4HTM	1799657	241	41
PA2G4	2785610	165	39
PAAF1	544325	159	44
PABPC1	1141833	276	41
PABPC1L	952219	282	32
PABPC3	436184	650	30
PABPC4	978867	358	29
PABPC5	8224	NaN	-28
PABPN1	1171456	330	20
PABPN1L	860087	252	37
PACRG	81261	1273	-28
PACRGL	42454	1252	22
PACS1	2403161	236	49
PACS2	892593	289	40
PACSIN1	888245	207	32
PACSIN2	627533	222	56
PACSIN3	1240468	184	31
PADI1	524388	182	42
PADI2	610093	194	45
PADI3	490967	168	38
PADI4	457546	210	34
PADI6	428762	210	31
PAEP	327501	539	37
PAF1	1748498	252	32
PAFAH1B1	612041	184	14
PAFAH1B2	426428	228	46
PAFAH1B3	792230	218	42
PAFAH2	774988	221	31
PAG1	185952	441	18
PAGE1	355308	NaN	14
PAGE2	214019	NaN	18
PAGE2B	214019	NaN	18
PAGE4	257202	NaN	7
PAGE5	140886	NaN	18
PAH	23724	961	-3
PAICS	662749	594	27
PAIP1	482851	434	19
PAIP2	835535	177	41
PAIP2B	349503	464	30
PAK1	502767	479	27
PAK1IP1	262380	410	14
PAK2	798731	446	41
PAK3	109883	NaN	18
PAK4	1652029	286	26
PAK6	829569	167	31
PAK7	93375	786	-46
PALB2	544239	561	38
PALLD	173564	359	-4
PALM	1914670	200	23
PALM2	276166	485	4
PALM2-AKAP2	250166	485	18
PALMD	272208	540	-15
PAM	206242	550	9
PAMR1	646177	410	0
PAN2	2869106	184	52
PAN3	265548	616	57
PANK1	212241	345	18
PANK2	712060	170	37
PANK3	413558	432	32
PANK4	339388	228	38
PANX1	367552	774	-16
PANX2	944000	242	49
PANX3	171574	746	-1
PAOX	435826	472	10
PAPD4	260678	684	28
PAPD5	294222	418	24
PAPD7	253408	557	28
PAPL	1652812	254	29
PAPLN	525540	269	45
PAPOLA	328369	576	19
PAPOLB	NaN	NaN	NaN
PAPOLG	370439	436	18
PAPPA	69253	553	-19
PAPPA2	39980	863	-10
PAPSS1	144822	679	4
PAPSS2	379125	169	46
PAQR3	170032	699	18
PAQR4	1443513	234	49
PAQR5	366429	210	29
PAQR6	2266205	211	33
PAQR7	746382	372	24
PAQR8	372545	431	33
PAQR9	397648	422	17
PARD3	139914	776	0
PARD3B	51582	973	-1
PARD6A	1065785	147	41
PARD6B	480540	161	43
PARD6G	161542	NaN	38
PARG	340607	454	28
PARK2	8197	1243	-30
PARK7	387339	207	26
PARL	1434591	408	37
PARM1	175795	775	18
PARN	519767	367	31
PARP1	805195	409	9
PARP10	2580629	247	28
PARP11	273563	859	31
PARP12	462854	639	35
PARP14	427462	423	47
PARP15	419536	311	44
PARP16	762474	223	53
PARP2	415850	401	-7
PARP3	1013177	370	39
PARP4	340065	606	39
PARP6	1129780	260	47
PARP8	76181	1215	14
PARP9	410045	404	35
PARS2	578299	343	23
PARVA	447343	318	-4
PARVB	158082	393	34
PARVG	201266	327	30
PASD1	153115	NaN	3
PASK	1394664	278	35
PATE1	607531	493	3
PATE2	607531	493	3
PATL1	431271	409	27
PATZ1	723505	237	57
PAWR	230993	395	-8
PAX1	283661	885	-41
PAX2	1089188	481	19
PAX3	191783	682	11
PAX4	411207	619	-7
PAX5	429504	542	34
PAX6	172494	631	-11
PAX7	520847	598	28
PAX8	633218	385	36
PAX9	55912	494	-39
PAXIP1	162706	628	-6
PBK	406636	229	23
PBLD	490115	250	17
PBOV1	341233	545	21
PBRM1	1217701	231	47
PBX1	61567	624	-24
PBX2	2119974	392	28
PBX3	491989	545	36
PBX4	818567	284	-1
PBXIP1	1612870	224	35
PC	1649909	187	38
PCBD1	327428	592	29
PCBD2	727517	696	49
PCBP1	686152	156	52
PCBP2	1712232	191	56
PCBP3	724898	611	38
PCBP4	1029408	224	38
PCCA	139575	733	33
PCCB	229049	484	25
PCDH1	760355	281	23
PCDH10	9477	1355	-31
PCDH11X	123263	NaN	-21
PCDH11Y	0	0	0
PCDH12	696239	321	48
PCDH15	2832	1222	-41
PCDH17	8275	1095	-28
PCDH18	87218	686	-17
PCDH19	128045	NaN	-15
PCDH20	3527	1075	-43
PCDH7	28650	682	6
PCDH8	248822	638	27
PCDH9	19605	831	-11
PCDHA1	861651	606	2
PCDHA10	NaN	NaN	NaN
PCDHA11	NaN	NaN	NaN
PCDHA12	NaN	NaN	NaN
PCDHA13	NaN	NaN	NaN
PCDHA2	861651	606	2
PCDHA3	861651	606	2
PCDHA4	861651	606	2
PCDHA5	896676	606	-12
PCDHA6	896676	606	-12
PCDHA7	896676	606	-12
PCDHA8	896676	606	-12
PCDHA9	896676	606	-12
PCDHAC1	931701	643	-10
PCDHAC2	931701	643	-10
PCDHB1	987049	724	-11
PCDHB10	915569	724	-11
PCDHB11	915569	724	-11
PCDHB12	915569	724	-11
PCDHB13	915569	724	-11
PCDHB14	800016	708	-15
PCDHB15	800016	708	-15
PCDHB16	915569	724	-11
PCDHB2	987049	724	-11
PCDHB3	987049	724	-11
PCDHB4	915569	724	-11
PCDHB5	915569	724	-11
PCDHB6	915569	724	-11
PCDHB7	915569	724	-11
PCDHB8	915569	724	-11
PCDHB9	915569	724	-11
PCDHGA1	662513	568	2
PCDHGA10	NaN	NaN	NaN
PCDHGA11	NaN	NaN	NaN
PCDHGA12	NaN	NaN	NaN
PCDHGA2	662513	568	2
PCDHGA3	662513	568	2
PCDHGA4	NaN	NaN	NaN
PCDHGA5	NaN	NaN	NaN
PCDHGA6	NaN	NaN	NaN
PCDHGA7	NaN	NaN	NaN
PCDHGA8	NaN	NaN	NaN
PCDHGA9	NaN	NaN	NaN
PCDHGB1	662513	568	2
PCDHGB2	662513	568	2
PCDHGB3	662513	568	2
PCDHGB4	662513	568	2
PCDHGB5	662513	568	2
PCDHGB6	662513	568	2
PCDHGB7	662513	568	2
PCDHGC3	665835	568	9
PCDHGC4	665835	568	9
PCDHGC5	665835	568	9
PCDP1	309897	441	17
PCF11	308252	305	10
PCGF1	1019591	315	50
PCGF2	1158356	207	39
PCGF3	672497	312	27
PCGF5	190999	410	3
PCGF6	533950	125	43
PCID2	759371	229	38
PCIF1	725555	209	59
PCK1	181790	562	-4
PCK2	992350	355	19
PCLO	42656	1075	-27
PCM1	381765	253	2
PCMT1	424800	234	40
PCMTD1	63777	905	2
PCMTD2	442044	440	43
PCNA	497537	385	25
PCNP	549032	445	14
PCNT	991065	606	52
PCNX	262398	420	40
PCNXL2	146659	581	-1
PCNXL3	4038877	202	49
PCOLCE	1767777	242	60
PCOLCE2	398812	422	15
PCOTH	314992	678	51
PCP2	611341	384	33
PCP4	177752	829	-71
PCP4L1	735152	293	41
PCSK1	525524	288	24
PCSK2	536476	528	-40
PCSK4	2352825	221	38
PCSK5	96278	886	-24
PCSK6	372683	406	-1
PCSK7	431523	199	41
PCSK9	447775	230	13
PCTP	56508	631	-60
PCYOX1	669606	164	36
PCYOX1L	422727	380	28
PCYT1A	1103198	207	43
PCYT1B	424049	NaN	31
PCYT2	3798594	211	19
PDAP1	1115689	263	56
PDC	278089	492	-7
PDCD1	559742	487	29
PDCD10	145528	766	-10
PDCD11	544182	147	48
PDCD1LG2	307589	556	37
PDCD2	425191	598	-16
PDCD2L	689668	292	2
PDCD4	340524	254	9
PDCD5	358893	455	-32
PDCD6	935283	530	28
PDCD6IP	293448	409	9
PDCD7	678641	189	61
PDCL	433740	487	10
PDCL2	237456	456	32
PDCL3	235908	579	9
PDDC1	1788356	193	48
PDE10A	46364	571	-26
PDE11A	320610	618	18
PDE12	703082	422	29
PDE1A	359828	401	-5
PDE1B	643658	392	33
PDE1C	124074	828	6
PDE2A	741790	193	55
PDE3A	92407	514	-28
PDE3B	364855	539	-14
PDE4A	1956832	207	38
PDE4B	103928	596	-8
PDE4C	1178047	210	43
PDE4D	91124	682	10
PDE4DIP	NaN	NaN	NaN
PDE5A	183496	900	-6
PDE6A	1032925	135	43
PDE6B	639827	489	12
PDE6C	461114	305	19
PDE6D	979792	193	33
PDE6G	3745109	205	30
PDE6H	380047	476	8
PDE7A	167106	425	37
PDE7B	283639	392	6
PDE8A	393930	366	27
PDE8B	276128	451	26
PDE9A	411822	331	69
PDF	1202748	125	20
PDGFA	598406	318	9
PDGFB	1046938	205	60
PDGFC	39685	595	-24
PDGFD	19576	992	-10
PDGFRA	51422	518	27
PDGFRB	1065098	228	49
PDGFRL	462541	220	4
PDHA1	216523	NaN	39
PDHA2	16119	968	-25
PDHB	567081	265	35
PDHX	663753	258	6
PDIA2	1340678	205	43
PDIA3	784327	286	37
PDIA4	598458	279	31
PDIA5	468830	360	44
PDIA6	691715	507	50
PDIK1L	783481	212	23
PDILT	212375	823	0
PDK1	417145	365	23
PDK2	1197823	210	20
PDK3	512129	NaN	34
PDK4	195488	393	-3
PDLIM1	302337	444	6
PDLIM2	757216	224	45
PDLIM3	168463	422	4
PDLIM4	451605	191	40
PDLIM5	137154	349	18
PDLIM7	1120311	347	41
PDP1	319459	423	5
PDP2	942986	142	34
PDPK1	2083323	321	42
PDPN	64295	864	9
PDPR	1339196	137	19
PDRG1	1006109	386	37
PDS5A	606929	175	42
PDS5B	243309	471	50
PDSS1	339802	540	18
PDSS2	235480	588	33
PDX1	321222	612	38
PDXDC1	535071	214	23
PDXK	919787	170	68
PDXP	1136064	180	65
PDYN	461602	543	28
PDZD11	215874	NaN	52
PDZD2	440207	557	6
PDZD3	1258103	195	57
PDZD4	2103463	NaN	30
PDZD7	1020226	247	40
PDZD8	203138	607	5
PDZD9	643750	326	44
PDZK1	NaN	NaN	NaN
PDZK1IP1	364960	414	3
PDZRN3	82249	888	-7
PDZRN4	15244	1060	-21
PEA15	841605	386	29
PEAR1	1362027	244	38
PEBP1	637549	608	17
PEBP4	718204	366	44
PECAM1	1304459	178	16
PECI	180813	452	27
PECR	603452	419	35
PEF1	1093701	197	37
PEG10	393749	462	4
PEG3	NaN	NaN	NaN
PELI1	379419	441	35
PELI2	315208	818	10
PELI3	1941577	194	51
PELO	158780	388	0
PELP1	1249398	222	26
PEMT	958193	236	12
PENK	411547	624	-16
PEPD	302640	598	-23
PER1	1381225	202	37
PER2	349323	252	28
PER3	370145	415	23
PERP	329471	484	24
PES1	653792	330	28
PET112L	146825	477	14
PET117	782027	479	-6
PEX1	750974	369	28
PEX10	561270	302	24
PEX11A	880974	190	35
PEX11B	NaN	NaN	NaN
PEX11G	609287	308	36
PEX12	756039	227	14
PEX13	635177	350	33
PEX14	819616	392	27
PEX16	427820	291	48
PEX19	891852	358	25
PEX2	66156	757	2
PEX26	516479	239	27
PEX3	318754	401	13
PEX5	1322142	267	27
PEX5L	307645	761	5
PEX6	1200368	259	40
PEX7	253053	408	33
PF4	230379	408	2
PF4V1	233432	444	6
PFAS	870950	218	18
PFDN1	764742	185	39
PFDN2	689033	250	23
PFDN4	78451	492	-28
PFDN5	1677275	191	49
PFDN6	1456953	262	30
PFKFB1	244981	NaN	-0
PFKFB2	434877	155	24
PFKFB3	560233	399	38
PFKFB4	1480689	223	45
PFKL	1153513	308	65
PFKM	484445	255	31
PFKP	221025	438	11
PFN1	1416161	231	30
PFN2	622464	490	17
PFN3	1038665	261	59
PFN4	269570	385	38
PGA3	1023217	531	47
PGA5	1124603	480	43
PGAM1	892254	188	39
PGAM2	1151124	282	56
PGAM4	549429	NaN	24
PGAM5	724450	495	35
PGAP1	549386	370	17
PGAP2	425863	258	23
PGAP3	1284992	226	38
PGBD1	273319	502	35
PGBD2	113516	547	-2
PGBD3	122000	224	15
PGBD4	409752	384	1
PGBD5	286328	478	10
PGC	429684	341	47
PGCP	235137	741	-10
PGD	712477	383	24
PGF	875817	222	53
PGGT1B	237444	619	9
PGK1	549810	NaN	14
PGK2	67972	1246	2
PGLS	961640	206	42
PGLYRP1	997099	261	31
PGLYRP2	524410	481	33
PGLYRP3	836876	556	24
PGLYRP4	1140044	401	32
PGM1	135416	330	3
PGM2	136995	603	38
PGM2L1	629890	143	29
PGM3	152280	734	8
PGM5	127057	681	-4
PGP	2179404	224	39
PGPEP1	1294357	210	39
PGPEP1L	217299	248	-20
PGR	23389	962	-25
PGRMC1	613514	NaN	19
PGRMC2	277451	189	8
PGS1	980896	209	26
PHACTR1	251440	714	17
PHACTR2	346938	363	2
PHACTR3	137383	818	-29
